DATE      , MinT, MaxT, MnRH, MxRH, VPDM, VPDA, Rain,  FMH,  FMW,
09/12/2005,   55 ,   70 ,   51 ,   93 , 1226 ,  675 , 0.00 , 10.2 , 88.7 ,
09/13/2005,   53 ,   70 ,   55 ,   98 , 1126 ,  628 , 0.00 , 10.9 , 91.4 ,
09/14/2005,   53 ,   71 ,   47 ,   94 , 1372 ,  609 , 0.00 ,  7.8 , 92.8 ,
09/15/2005,   56 ,   75 ,   51 ,   87 , 1452 ,  750 , 0.00 ,  8.1 , 60.0 ,
09/16/2005,   53 ,   73 ,   53 ,  100 , 1302 ,  765 , 0.00 ,  9.2 , 60.0 ,
09/17/2005,   54 ,   74 ,   54 ,   89 , 1318 ,  532 , 0.00 ,  8.1 , 60.0 ,
09/18/2005,   55 ,   74 ,   57 ,  100 , 1232 ,  631 , 0.00 ,  8.7 , 60.0 ,
09/19/2005,   54 ,   79 ,   39 ,  100 , 2063 ,  617 , 0.00 ,  7.1 , 60.0 ,
09/20/2005,   59 ,   80 ,   19 ,   76 , 2831 ,  946 , 0.07 , 35.0 , 60.0 ,
09/21/2005,   64 ,   86 ,   32 ,   69 , 2885 , 1607 , 0.00 ,  5.1 , 60.0 ,
09/22/2005,   66 ,   87 ,   29 ,   48 , 3110 , 1741 , 0.00 ,  4.8 , 60.0 ,
09/23/2005,   59 ,   87 ,   34 ,   92 , 2891 , 1222 , 0.00 ,  8.4 , 60.0 ,
09/24/2005,   53 ,   78 ,   55 ,  100 , 1473 ,  737 , 0.00 , 10.9 , 60.0 ,
09/25/2005,   50 ,   78 ,   44 ,  100 , 1833 ,  756 , 0.00 ,  6.2 , 60.0 ,
09/26/2005,   62 ,   85 ,    8 ,   44 , 3780 , 1826 , 0.00 ,  6.4 , 60.0 ,
09/27/2005,   58 ,   83 ,   27 ,   45 , 2813 , 1478 , 0.00 ,  4.5 , 60.0 ,
09/28/2005,   71 ,   93 ,   14 ,   31 , 4547 , 3076 , 0.00 ,  2.2 , 60.0 ,
09/29/2005,   79 ,   98 ,   11 ,   15 , 5485 , 3943 , 0.00 ,  2.0 , 60.0 ,
09/30/2005,   75 ,   95 ,   11 ,   22 , 5005 , 3112 , 0.00 ,  2.9 , 60.0 ,
10/01/2005,   66 ,   95 ,   20 ,   40 , 4499 , 2237 , 0.00 ,  5.4 , 60.0 ,
10/02/2005,   60 ,   86 ,   19 ,   67 , 3436 , 1396 , 0.00 ,  8.3 , 60.0 ,
10/03/2005,   53 ,   77 ,   51 ,  100 , 1552 ,  672 , 0.00 ,  7.8 , 60.0 ,
10/04/2005,   58 ,   77 ,   16 ,   55 , 2660 , 1597 , 0.00 ,  4.1 , 60.0 ,
10/05/2005,   69 ,   87 ,    8 ,   27 , 4029 , 2965 , 0.00 ,  1.4 , 60.0 ,
10/06/2005,   73 ,   95 ,    5 ,    9 , 5342 , 3630 , 0.00 ,  1.4 , 60.0 ,
10/07/2005,   71 ,   92 ,    7 ,   27 , 4766 , 2861 , 0.00 ,  3.4 , 60.0 ,
10/08/2005,   52 ,   85 ,    9 ,   99 , 3739 , 1096 , 0.00 ,  9.2 , 60.0 ,
10/09/2005,   51 ,   71 ,   54 ,  100 , 1191 ,  542 , 0.00 ,  8.3 , 60.0 ,
10/10/2005,   56 ,   82 ,   18 ,   89 , 3059 , 1261 , 0.00 ,  5.0 , 60.0 ,
10/11/2005,   57 ,   83 ,   15 ,   66 , 3275 , 1123 , 0.00 ,  9.1 , 60.0 ,
10/12/2005,   55 ,   78 ,   29 ,   65 , 2324 , 1086 , 0.00 ,  5.6 , 60.0 ,
10/13/2005,   68 ,   96 ,    9 ,   46 , 5277 , 3284 , 0.00 ,  1.5 , 60.0 ,
10/14/2005,   77 ,   95 ,    9 ,   12 , 5117 , 3762 , 0.00 ,  1.7 , 60.0 ,
10/15/2005,   62 ,   94 ,   10 ,   53 , 4907 , 2175 , 0.00 ,  7.4 , 60.0 ,
10/16/2005,   52 ,   69 ,   39 ,  100 , 1475 ,  960 , 0.00 ,  7.6 , 60.0 ,
10/17/2005,   54 ,   72 ,   39 ,  100 , 1634 ,  503 , 0.23 , 35.0 , 60.0 ,
10/18/2005,   51 ,   61 ,   59 ,  100 ,  750 ,  234 , 0.83 , 35.0 , 60.0 ,
10/19/2005,   51 ,   65 ,   71 ,   99 ,  611 ,  362 , 0.00 ,  9.7 , 60.0 ,
10/20/2005,   54 ,   73 ,   61 ,   96 , 1081 ,  363 , 0.00 ,  8.8 , 60.0 ,
10/21/2005,   52 ,   76 ,   50 ,  100 , 1532 ,  560 , 0.00 , 10.4 , 60.0 ,
10/22/2005,   50 ,   68 ,   71 ,  100 ,  678 ,  295 , 0.01 , 35.0 , 60.0 ,
10/23/2005,   53 ,   59 ,   96 ,  100 ,   68 ,   76 , 0.01 , 20.2 , 60.0 ,
10/24/2005,   54 ,   59 ,   96 ,  100 ,   68 ,   15 , 0.04 , 26.9 , 60.0 ,
10/25/2005,   52 ,   63 ,   79 ,  100 ,  412 ,  191 , 0.03 , 16.6 , 60.0 ,
10/26/2005,   39 ,   68 ,   69 ,  100 ,  725 ,    0 , 0.00 , 15.1 , 60.0 ,
10/27/2005,   51 ,   62 ,   83 ,  100 ,  322 ,  121 , 0.00 , 27.0 , 60.0 ,
10/28/2005,   51 ,   64 ,   73 ,  100 ,  549 ,  213 , 0.00 , 13.0 , 60.0 ,
10/29/2005,   50 ,   69 ,   63 ,   91 ,  895 ,  330 , 0.00 ,  8.8 , 60.0 ,
10/30/2005,   51 ,   72 ,   54 ,   82 , 1232 ,  354 , 0.00 ,  8.5 , 60.0 ,
10/31/2005,   65 ,   87 ,   14 ,   66 , 3766 , 2444 , 0.00 ,  2.6 , 60.0 ,
11/01/2005,   73 ,   89 ,   12 ,   18 , 4106 , 3050 , 0.00 ,  2.5 , 60.0 ,
11/02/2005,   59 ,   86 ,   12 ,   43 , 3733 , 1658 , 0.00 ,  6.1 , 60.0 ,
11/03/2005,   52 ,   72 ,   43 ,  100 , 1527 ,  673 , 0.00 ,  8.8 , 60.0 ,
11/04/2005,   49 ,   69 ,   57 ,   99 , 1040 ,  486 , 0.00 , 14.8 , 60.0 ,
11/05/2005,   53 ,   68 ,   53 ,   75 , 1098 ,  668 , 0.00 ,  7.4 , 60.0 ,
11/06/2005,   58 ,   73 ,   42 ,   65 , 1607 ,  907 , 0.00 , 10.1 , 60.0 ,
11/07/2005,   53 ,   70 ,   42 ,   98 , 1452 ,  455 , 0.00 ,  9.7 , 60.0 ,
11/08/2005,   53 ,   70 ,   60 ,  100 , 1001 ,  576 , 0.00 , 16.7 , 60.0 ,
11/09/2005,   53 ,   60 ,   80 ,  100 ,  353 ,  313 , 0.75 , 35.0 , 60.0 ,
11/10/2005,   52 ,   64 ,   70 ,  100 ,  610 ,  380 , 0.33 , 35.0 , 60.0 ,
11/11/2005,   41 ,   65 ,   60 ,   98 ,  843 ,  117 , 0.00 , 12.0 , 60.0 ,
11/12/2005,   50 ,   69 ,   70 ,  100 ,  726 ,  200 , 0.00 ,  9.6 , 60.0 ,
11/13/2005,   49 ,   78 ,   31 ,   70 , 2258 ,  756 , 0.00 ,  6.7 , 60.0 ,
11/14/2005,   61 ,   83 ,   23 ,   43 , 2967 , 1310 , 0.00 ,  5.6 , 60.0 ,
11/15/2005,   66 ,   83 ,   18 ,   44 , 3160 , 2328 , 0.00 ,  2.9 , 60.0 ,
11/16/2005,   59 ,   81 ,    7 ,   20 , 3358 , 2236 , 0.00 ,  1.6 , 60.0 ,
11/17/2005,   64 ,   82 ,    9 ,   18 , 3395 , 2389 , 0.00 ,  2.1 , 60.0 ,
11/18/2005,   56 ,   82 ,    8 ,   13 , 3432 , 2157 , 0.00 ,  1.4 , 60.0 ,
11/19/2005,   68 ,   85 ,    5 ,   13 , 3904 , 2593 , 0.00 ,  2.5 , 60.0 ,
11/20/2005,   68 ,   88 ,    7 ,   14 , 4204 , 2900 , 0.00 ,  1.9 , 60.0 ,
11/21/2005,   65 ,   84 ,    9 ,   13 , 3621 , 2471 , 0.00 ,  2.1 , 60.0 ,
11/22/2005,   67 ,   85 ,   10 ,   17 , 3698 , 2466 , 0.00 ,  2.7 , 60.0 ,
11/23/2005,   66 ,   84 ,   12 ,   22 , 3502 , 2488 , 0.00 ,  3.8 , 60.0 ,
11/24/2005,   53 ,   77 ,   14 ,   46 , 2723 ,  924 , 0.00 ,  6.3 , 60.0 ,
11/25/2005,   56 ,   75 ,   26 ,   62 , 2193 ,  775 , 0.00 ,  9.6 , 60.0 ,
11/26/2005,   51 ,   69 ,   44 ,  100 , 1355 ,  630 , 0.00 ,  8.7 , 60.0 ,
11/27/2005,   47 ,   66 ,    5 ,   63 , 2072 , 1453 , 0.00 ,  0.9 , 60.0 ,
11/28/2005,   50 ,   67 ,    4 ,   12 , 2168 , 1423 , 0.00 ,  2.2 , 60.0 ,
11/29/2005,   47 ,   67 ,    7 ,   57 , 2100 ,  944 , 0.00 ,  5.5 , 60.0 ,
11/30/2005,   49 ,   70 ,   37 ,  100 , 1577 ,  393 , 0.00 ,  8.1 , 60.0 ,
12/01/2005,   55 ,   73 ,   43 ,   70 , 1579 ,  873 , 0.00 , 10.3 , 60.0 ,
12/02/2005,   50 ,   68 ,   56 ,  100 , 1028 ,  395 , 0.00 , 27.1 , 60.0 ,
12/03/2005,   46 ,   60 ,   26 ,  100 , 1307 ,  981 , 0.03 ,  4.2 , 60.0 ,
12/04/2005,   49 ,   62 ,   11 ,   36 , 1688 , 1296 , 0.00 ,  2.2 , 60.0 ,
12/05/2005,   50 ,   62 ,    9 ,   12 , 1726 , 1364 , 0.00 ,  1.8 , 60.0 ,
12/06/2005,   54 ,   68 ,    9 ,   26 , 2127 , 1312 , 0.00 ,  4.1 , 60.0 ,
12/07/2005,   54 ,   71 ,    9 ,   32 , 2356 , 1639 , 0.00 ,  2.3 , 60.0 ,
12/08/2005,   54 ,   68 ,   13 ,   28 , 2033 , 1444 , 0.00 ,  4.8 , 60.0 ,
12/09/2005,   50 ,   71 ,   17 ,   54 , 2149 , 1241 , 0.00 ,  4.5 , 60.0 ,
12/10/2005,   57 ,   74 ,   15 ,   25 , 2436 , 1755 , 0.00 ,  4.0 , 60.0 ,
12/11/2005,   59 ,   71 ,   14 ,   33 , 2227 , 1401 , 0.00 ,  5.5 , 60.0 ,
12/12/2005,   51 ,   69 ,   23 ,   56 , 1862 , 1159 , 0.00 ,  5.3 , 60.0 ,
12/13/2005,   46 ,   65 ,   35 ,  100 , 1369 ,  382 , 0.00 ,  9.0 , 60.0 ,
12/14/2005,   46 ,   64 ,   50 ,  100 , 1017 ,  399 , 0.00 ,  8.9 , 60.0 ,
12/15/2005,   46 ,   66 ,   30 ,  100 , 1527 ,  357 , 0.00 ,  9.0 , 60.0 ,
12/16/2005,   44 ,   64 ,   13 ,  100 , 1770 ,  541 , 0.00 , 13.5 , 60.0 ,
12/17/2005,   45 ,   61 ,   60 ,  100 ,  732 ,  501 , 0.00 , 10.5 , 60.0 ,
12/18/2005,   46 ,   61 ,   57 ,  100 ,  787 ,  365 , 0.00 , 15.7 , 60.0 ,
12/19/2005,   50 ,   74 ,   36 ,   82 , 1834 , 1043 , 0.00 ,  5.8 , 60.0 ,
12/20/2005,   66 ,   79 ,   25 ,   38 , 2537 , 1931 , 0.00 ,  4.2 , 60.0 ,
12/21/2005,   67 ,   83 ,   20 ,   29 , 3082 , 2213 , 0.00 ,  4.2 , 60.0 ,
12/22/2005,   62 ,   83 ,   17 ,   43 , 3198 , 1725 , 0.00 ,  6.8 , 60.0 ,
12/23/2005,   54 ,   73 ,   43 ,  100 , 1579 ,  685 , 0.00 ,  7.2 , 60.0 ,
12/24/2005,   68 ,   84 ,   18 ,   52 , 3263 , 2451 , 0.00 ,  2.9 , 60.0 ,
12/25/2005,   47 ,   83 ,   18 ,  100 , 3160 ,  952 , 0.00 , 10.6 , 60.0 ,
12/26/2005,   49 ,   64 ,   64 ,  100 ,  732 ,  357 , 0.11 , 27.2 , 60.0 ,
12/27/2005,   48 ,   61 ,   85 ,  100 ,  275 ,  138 , 0.00 , 20.3 , 60.0 ,
12/28/2005,   51 ,   63 ,   61 ,  100 ,  766 ,  447 , 0.01 , 17.2 , 60.0 ,
12/29/2005,   49 ,   63 ,   66 ,  100 ,  668 ,  345 , 0.00 , 14.2 , 60.0 ,
12/30/2005,   51 ,   64 ,   26 ,   78 , 1505 ,  510 , 0.00 , 11.8 , 60.0 ,
12/31/2005,   49 ,   63 ,   63 ,  100 ,  727 ,  357 , 0.41 , 35.0 , 60.0 ,
01/01/2006,   49 ,   55 ,  100 ,  100 ,    0 ,   59 , 1.55 , 35.0 , 60.0 ,
01/02/2006,   49 ,   55 ,  100 ,  100 ,    0 ,  192 , 2.42 , 35.0 , 60.0 ,
01/11/2006,   20 ,   67 ,   31 ,   42 , 1558 ,  324 , 0.00 ,  4.7 , 60.0 ,
01/12/2006,   52 ,   68 ,   29 ,   63 , 1659 ,  814 , 0.00 ,  6.6 , 60.0 ,
01/13/2006,   60 ,   71 ,   22 ,   52 , 2020 , 1535 , 0.00 ,  3.9 , 60.0 ,
01/14/2006,   47 ,   71 ,   25 ,   97 , 1942 ,  736 , 0.26 , 35.0 , 60.0 ,
01/15/2006,   43 ,   57 ,   53 ,   96 ,  746 ,  524 , 0.01 ,  8.3 , 60.0 ,
01/16/2006,   43 ,   59 ,   14 ,   58 , 1466 , 1065 , 0.00 ,  2.7 , 60.0 ,
01/17/2006,   52 ,   67 ,   10 ,   24 , 2032 , 1365 , 0.00 ,  3.6 , 60.0 ,
01/18/2006,   44 ,   66 ,   18 ,   96 , 1789 ,  433 , 0.00 , 17.5 , 60.0 ,
01/19/2006,   44 ,   57 ,   30 ,   96 , 1110 ,  808 , 0.00 ,  5.8 , 60.0 ,
01/20/2006,   47 ,   65 ,   15 ,   47 , 1791 , 1252 , 0.00 ,  2.8 , 60.0 ,
01/21/2006,   51 ,   65 ,   10 ,   28 , 1896 , 1351 , 0.00 ,  3.1 , 60.0 ,
01/22/2006,   52 ,   68 ,   13 ,   31 , 2033 , 1473 , 0.00 ,  3.1 , 60.0 ,
01/23/2006,   53 ,   64 ,    7 ,   19 , 1892 , 1529 , 0.00 ,  1.4 , 60.0 ,
01/24/2006,   57 ,   70 ,    7 ,   18 , 2328 , 1678 , 0.00 ,  2.3 , 60.0 ,
01/25/2006,   45 ,   71 ,   12 ,   92 , 2279 ,  742 , 0.00 , 10.5 , 60.0 ,
01/26/2006,   46 ,   60 ,   59 ,   97 ,  724 ,  481 , 0.00 ,  9.2 , 60.0 ,
01/27/2006,   46 ,   60 ,   43 ,   90 , 1007 ,  622 , 0.00 ,  6.9 , 60.0 ,
01/28/2006,   47 ,   61 ,   30 ,   67 , 1281 ,  499 , 0.00 ,  8.0 , 60.0 ,
01/29/2006,   45 ,   62 ,   54 ,   96 ,  872 ,  228 , 0.00 , 10.9 , 60.0 ,
01/30/2006,   48 ,   63 ,   57 ,   94 ,  845 ,  407 , 0.00 , 11.4 , 60.0 ,
01/31/2006,   45 ,   61 ,   53 ,   97 ,  860 ,  481 , 0.00 ,  8.3 , 60.0 ,
02/01/2006,   51 ,   66 ,   33 ,   76 , 1461 ,  542 , 0.00 ,  8.0 , 60.0 ,
02/02/2006,   55 ,   70 ,   36 ,   58 , 1602 ,  802 , 0.00 ,  7.2 , 60.0 ,
02/03/2006,   60 ,   78 ,   33 ,   57 , 2193 , 1462 , 0.00 ,  4.8 , 60.0 ,
02/04/2006,   50 ,   80 ,   23 ,   84 , 2691 , 1040 , 0.00 ,  6.6 , 60.0 ,
02/05/2006,   63 ,   81 ,   13 ,   42 , 3142 , 2265 , 0.00 ,  2.6 , 60.0 ,
02/06/2006,   60 ,   82 ,    5 ,   18 , 3544 , 2371 , 0.00 ,  1.8 , 60.0 ,
02/07/2006,   61 ,   79 ,    7 ,    9 , 3146 , 2288 , 0.00 ,  1.4 , 60.0 ,
02/08/2006,   66 ,   83 ,    4 ,    8 , 3699 , 2669 , 0.00 ,  1.0 , 60.0 ,
02/09/2006,   68 ,   83 ,    6 ,    8 , 3622 , 2767 , 0.00 ,  1.0 , 60.0 ,
02/10/2006,   53 ,   83 ,    6 ,   51 , 3622 , 1125 , 0.00 ,  7.1 , 60.0 ,
02/11/2006,   54 ,   79 ,   16 ,   62 , 2841 , 1644 , 0.00 ,  2.9 , 60.0 ,
02/12/2006,   65 ,   82 ,    6 ,   21 , 3507 , 2570 , 0.00 ,  1.2 , 60.0 ,
02/13/2006,   68 ,   84 ,    6 ,    9 , 3740 , 2784 , 0.00 ,  1.5 , 60.0 ,
02/14/2006,   54 ,   84 ,    7 ,   55 , 3701 , 1392 , 0.00 ,  7.7 , 60.0 ,
02/15/2006,   47 ,   65 ,   54 ,   96 ,  969 ,  716 , 0.00 ,  8.5 , 60.0 ,
02/16/2006,   41 ,   59 ,   21 ,   58 , 1346 ,  574 , 0.00 ,  8.1 , 60.0 ,
02/17/2006,   40 ,   58 ,   37 ,   71 , 1036 ,  529 , 0.00 , 10.6 , 60.0 ,
02/18/2006,   40 ,   53 ,   56 ,   97 ,  603 ,  379 , 0.21 , 10.9 , 60.0 ,
02/19/2006,   38 ,   53 ,   53 ,   93 ,  645 ,  375 , 0.38 ,  9.3 , 60.0 ,
02/20/2006,   39 ,   55 ,   50 ,   77 ,  738 ,  369 , 0.00 , 10.4 , 60.0 ,
02/21/2006,   42 ,   59 ,   16 ,   67 , 1432 ,  988 , 0.00 ,  3.0 , 60.0 ,
02/22/2006,   49 ,   64 ,   15 ,   49 , 1729 ,  955 , 0.00 ,  4.9 , 60.0 ,
02/23/2006,   53 ,   67 ,   15 ,   36 , 1919 , 1228 , 0.00 ,  4.4 , 60.0 ,
02/24/2006,   46 ,   72 ,   12 ,   62 , 2357 ,  662 , 0.00 ,  9.8 , 60.0 ,
02/25/2006,   48 ,   71 ,   34 ,   78 , 1709 , 1026 , 0.00 ,  5.1 , 60.0 ,
02/26/2006,   51 ,   71 ,    7 ,   70 , 2408 , 1254 , 0.00 ,  5.6 , 60.0 ,
02/27/2006,   53 ,   69 ,    8 ,   40 , 2225 , 1430 , 0.03 , 35.0 , 60.0 ,
02/28/2006,   45 ,   63 ,   32 ,   98 , 1336 ,  405 , 2.10 , 35.0 , 60.0 ,
03/01/2006,   47 ,   60 ,   55 ,   84 ,  795 ,  511 , 0.00 ,  8.6 , 60.0 ,
03/02/2006,   43 ,   60 ,   47 ,   87 ,  936 ,  488 , 0.00 ,  8.8 , 60.0 ,
03/03/2006,   46 ,   59 ,   56 ,   98 ,  750 ,  465 , 0.87 , 35.0 , 60.0 ,
03/04/2006,   40 ,   57 ,   55 ,   84 ,  714 ,  367 , 0.05 , 35.0 , 60.0 ,
03/05/2006,   44 ,   60 ,   48 ,   68 ,  919 ,  538 , 0.00 ,  8.2 , 60.0 ,
03/06/2006,   46 ,   61 ,   19 ,   76 , 1483 ,  523 , 0.00 , 10.1 , 60.0 ,
03/07/2006,   45 ,   60 ,   63 ,   97 ,  654 ,  336 , 0.23 , 11.6 , 60.0 ,
03/08/2006,   45 ,   60 ,   34 ,   82 , 1166 ,  792 , 0.00 ,  5.7 , 60.0 ,
03/09/2006,   45 ,   64 ,   24 ,   81 , 1546 ,  425 , 0.00 , 10.7 , 60.0 ,
03/10/2006,   40 ,   57 ,   57 ,   86 ,  682 ,  428 , 0.01 , 11.6 , 60.0 ,
03/11/2006,   35 ,   49 ,   62 ,   92 ,  449 ,  249 , 0.08 , 15.6 , 60.0 ,
03/12/2006,   38 ,   52 ,   52 ,   79 ,  634 ,  393 , 0.00 , 10.7 , 60.0 ,
03/13/2006,   38 ,   56 ,   52 ,   87 ,  734 ,  394 , 0.00 ,  8.3 , 60.0 ,
03/14/2006,   46 ,   61 ,   32 ,   64 , 1245 ,  860 , 0.00 ,  5.8 , 60.0 ,
03/15/2006,   42 ,   60 ,   33 ,   83 , 1183 ,  778 , 0.00 ,  5.6 , 60.0 ,
03/16/2006,   45 ,   61 ,   33 ,   62 , 1226 ,  590 , 0.00 ,  7.9 , 60.0 ,
03/17/2006,   43 ,   62 ,   44 ,   94 , 1062 ,  306 , 0.00 , 21.5 , 60.0 ,
03/18/2006,   39 ,   56 ,   54 ,   96 ,  704 ,  418 , 0.01 ,  9.5 , 60.0 ,
03/19/2006,   42 ,   56 ,   48 ,   78 ,  796 ,  314 , 0.00 , 10.5 , 60.0 ,
03/20/2006,   42 ,   55 ,   60 ,   93 ,  590 ,  333 , 0.00 , 12.0 , 60.0 ,
03/21/2006,   41 ,   54 ,   57 ,   97 ,  612 ,  431 , 0.70 , 35.0 , 60.0 ,
03/22/2006,   44 ,   62 ,   51 ,   63 ,  929 ,  498 , 0.00 ,  7.4 , 60.0 ,
03/23/2006,   55 ,   74 ,   16 ,   62 , 2407 , 1631 , 0.00 ,  2.8 , 60.0 ,
03/24/2006,   57 ,   77 ,   13 ,   30 , 2755 , 1600 , 0.00 ,  4.0 , 60.0 ,
03/25/2006,   51 ,   75 ,   13 ,   80 , 2578 ,  789 , 0.00 , 11.1 , 60.0 ,
03/26/2006,   48 ,   66 ,   33 ,   97 , 1461 ,  613 , 0.00 , 16.5 , 64.6 ,
03/27/2006,   48 ,   66 ,   51 ,  100 , 1069 ,  507 , 0.00 , 28.5 , 69.5 ,
03/28/2006,   42 ,   58 ,   53 ,   97 ,  773 ,  249 , 0.67 , 56.6 , 77.5 ,
03/29/2006,   43 ,   58 ,   61 ,   97 ,  641 ,  207 , 1.51 , 53.2 , 87.6 ,
03/30/2006,   44 ,   60 ,   63 ,   95 ,  654 ,  360 , 0.00 , 65.4 , 95.6 ,
03/31/2006,   46 ,   59 ,   56 ,   80 ,  750 ,  447 , 0.00 , 75.1 ,102.7 ,
04/01/2006,   46 ,   59 ,   58 ,   97 ,  716 ,  352 , 0.85 , 97.1 ,117.0 ,
04/02/2006,   44 ,   60 ,   56 ,   88 ,  777 ,  446 , 0.00 ,109.1 ,125.3 ,
04/03/2006,   52 ,   64 ,   16 ,   84 , 1709 ,  462 , 0.05 ,124.9 ,133.9 ,
04/04/2006,   50 ,   58 ,   65 ,   97 ,  576 ,  242 , 1.47 ,149.3 ,147.1 ,
04/05/2006,   46 ,   55 ,   69 ,   98 ,  457 ,  326 , 0.63 ,179.9 ,169.9 ,
04/06/2006,   47 ,   61 ,   61 ,   88 ,  714 ,  319 , 0.00 ,196.6 ,180.9 ,
04/07/2006,   48 ,   60 ,   62 ,   83 ,  671 ,  403 , 0.00 ,212.5 ,191.3 ,
04/08/2006,   47 ,   65 ,   55 ,   89 ,  948 ,  503 , 0.00 ,212.5 ,195.9 ,
04/09/2006,   48 ,   63 ,   62 ,   93 ,  746 ,  433 , 0.00 ,212.5 ,196.7 ,
04/10/2006,   46 ,   62 ,   59 ,   94 ,  777 ,  532 , 0.00 ,212.5 ,197.1 ,
04/11/2006,   48 ,   62 ,   59 ,   97 ,  777 ,  366 , 0.03 ,202.4 ,186.4 ,
04/12/2006,   49 ,   65 ,   54 ,   82 ,  969 ,  578 , 0.00 ,186.3 ,177.0 ,
04/13/2006,   50 ,   81 ,   23 ,   84 , 2781 , 1372 , 0.00 ,185.1 ,176.3 ,
04/14/2006,   51 ,   82 ,   19 ,   96 , 3022 , 1056 , 0.42 ,185.1 ,180.5 ,
04/15/2006,   50 ,   55 ,   85 ,   98 ,  221 ,  210 , 0.26 ,185.1 ,188.2 ,
04/16/2006,   47 ,   59 ,   68 ,   97 ,  545 ,  380 , 0.00 ,185.1 ,189.3 ,
04/17/2006,   45 ,   60 ,   50 ,   88 ,  883 ,  566 , 0.00 ,185.1 ,188.9 ,
04/18/2006,   49 ,   73 ,   20 ,   56 , 2217 , 1317 , 0.00 ,184.7 ,176.9 ,
04/19/2006,   59 ,   77 ,   12 ,   34 , 2787 , 1867 , 0.00 ,168.2 ,167.2 ,
04/20/2006,   57 ,   76 ,   14 ,   49 , 2634 , 1017 , 0.00 ,164.3 ,164.9 ,
04/21/2006,   54 ,   74 ,   25 ,   82 , 2149 , 1001 , 0.00 ,160.1 ,162.5 ,
04/22/2006,   46 ,   60 ,   55 ,   93 ,  795 ,  373 , 0.00 ,150.2 ,156.6 ,
04/23/2006,   43 ,   57 ,   62 ,   85 ,  603 ,  292 , 0.00 ,149.6 ,156.1 ,
04/24/2006,   47 ,   63 ,   62 ,   84 ,  746 ,  361 , 0.00 ,149.1 ,155.8 ,
04/25/2006,   48 ,   63 ,   60 ,   89 ,  786 ,  326 , 0.00 ,139.8 ,150.4 ,
04/26/2006,   46 ,   61 ,   60 ,   95 ,  732 ,  333 , 0.00 ,135.7 ,148.0 ,
04/27/2006,   48 ,   62 ,   64 ,   94 ,  683 ,  382 , 0.02 ,135.7 ,151.2 ,
04/28/2006,   49 ,   62 ,   62 ,   95 ,  721 ,  372 , 0.00 ,135.7 ,151.7 ,
04/29/2006,   53 ,   63 ,   66 ,   88 ,  668 ,  495 , 0.00 ,133.6 ,147.5 ,
04/30/2006,   52 ,   69 ,   64 ,   93 ,  871 ,  370 , 0.00 ,133.6 ,147.7 ,
05/01/2006,   50 ,   70 ,   63 ,   97 ,  926 ,  362 , 0.00 ,133.6 ,148.5 ,
05/02/2006,   51 ,   68 ,   65 ,   97 ,  818 ,  390 , 0.00 ,129.9 ,145.6 ,
05/03/2006,   52 ,   62 ,   81 ,   97 ,  360 ,  432 , 0.01 ,129.9 ,146.1 ,
05/04/2006,   50 ,   63 ,   57 ,   89 ,  845 ,  572 , 0.00 ,129.9 ,146.7 ,
05/05/2006,   48 ,   64 ,   57 ,   82 ,  875 ,  504 , 0.00 ,129.9 ,145.8 ,
05/06/2006,   48 ,   63 ,   59 ,   96 ,  805 ,  290 , 0.00 ,125.7 ,143.3 ,
05/07/2006,   50 ,   67 ,   59 ,   97 ,  926 ,  523 , 0.00 ,125.7 ,143.6 ,
05/08/2006,   50 ,   67 ,   59 ,   97 ,  926 ,  311 , 0.00 ,125.7 ,144.0 ,
05/09/2006,   53 ,   61 ,   80 ,   97 ,  366 ,  300 , 0.00 ,124.6 ,142.9 ,
05/10/2006,   53 ,   76 ,   57 ,   96 , 1317 ,  482 , 0.00 ,121.2 ,140.9 ,
05/11/2006,   52 ,   76 ,   57 ,   97 , 1317 ,  611 , 0.00 ,121.2 ,141.9 ,
05/12/2006,   52 ,   82 ,   48 ,   97 , 1940 ,  804 , 0.00 ,121.2 ,142.1 ,
05/13/2006,   54 ,   69 ,   67 ,   97 ,  798 ,  329 , 0.01 ,121.2 ,141.6 ,
05/14/2006,   54 ,   72 ,   55 ,   93 , 1205 ,  440 , 0.00 ,121.2 ,141.3 ,
05/15/2006,   54 ,   72 ,   62 ,   97 , 1018 ,  516 , 0.00 ,121.2 ,141.6 ,
05/16/2006,   53 ,   71 ,   66 ,   97 ,  880 ,  456 , 0.00 ,118.6 ,139.8 ,
05/17/2006,   53 ,   71 ,   64 ,   97 ,  932 ,  400 , 0.00 ,116.0 ,138.7 ,
05/18/2006,   55 ,   72 ,   60 ,   97 , 1072 ,  413 , 0.00 ,116.0 ,139.5 ,
05/19/2006,   55 ,   71 ,   64 ,   97 ,  932 ,  491 , 0.01 ,116.0 ,141.1 ,
05/20/2006,   55 ,   71 ,   64 ,   97 ,  932 ,  686 , 0.00 ,116.0 ,139.6 ,
05/21/2006,   57 ,   73 ,   48 ,   95 , 1441 ,  775 , 0.00 ,116.0 ,139.3 ,
05/22/2006,   50 ,   60 ,   83 ,   98 ,  300 ,  220 , 2.55 ,116.0 ,160.4 ,
05/23/2006,   51 ,   70 ,   61 ,   94 ,  976 ,  410 , 0.00 ,116.0 ,158.8 ,
